! NanoVNA-App
! Date: 2024-06-24 16:41:53
! Start: 1.00MHz  Stop: 2.00GHz  Points: 301
! S-Parameter data: F S11
# Hz S RI R 50
Frequency           S11_Real           S11_Imag           S21_Real           S21_Imag           S12_Real           S12_Imag           S22_Real           S22_Imag
5.11000000E+2      8.15805992E-1      8.82312806E-2      6.57516692E-1      5.15536207E-1      4.02808322E-1      1.09202797E-1      3.45961208E-1      8.27499838E-1
5.12000000E+2      1.59343524E-1      3.22421705E-1      4.66407193E-1      8.82287334E-2      4.17855920E-1      8.62328251E-1      4.82184957E-3      4.50117542E-1
5.13000000E+2      8.08564516E-1      1.93135736E-1      2.36892209E-1      1.99276579E-1      5.58749886E-2      4.57475078E-1      8.94426237E-1      1.25895127E-1
5.14000000E+2      4.54587830E-1      5.34348033E-1      1.12469387E-1      2.84495894E-1      2.30797874E-1      8.80893633E-1      7.37342961E-1      6.61218511E-1
5.15000000E+2      3.01009203E-1      2.87581953E-1      6.59022371E-1      2.02521571E-1      2.47318230E-1      1.74754185E-2      8.39246029E-1      1.49173308E-1
5.16000000E+2      9.86154150E-1      8.54620567E-1      5.61307758E-1      2.09761485E-1      1.02932210E-3      9.03014367E-1      2.98232727E-1      7.88160970E-1
5.17000000E+2      1.03781486E-1      6.96489152E-1      6.24542738E-1      8.59584095E-1      8.80562579E-1      6.65990933E-1      9.53754008E-1      5.50647163E-1
5.18000000E+2      8.78703565E-1      5.42364562E-1      5.65277573E-1      2.25921186E-1      4.77469348E-1      2.18441465E-1      4.18130197E-1      9.31543813E-1
5.19000000E+2      5.29448832E-2      8.30083838E-1      8.95087166E-2      2.78371806E-1      8.82872148E-1      9.61588655E-1      8.54134689E-1      3.88820176E-1
5.20000000E+2      1.07497779E-1      1.46803439E-1      3.09373500E-1      4.06083133E-1      4.64668543E-1      4.78630887E-1      1.43931797E-1      4.18184263E-1
5.21000000E+2      6.86448380E-1      1.99455781E-1      3.00652623E-1      9.53925474E-1      9.01965497E-1      1.18088763E-1      1.43803771E-1      7.72637988E-1
5.22000000E+2      7.61590998E-1      8.20927931E-1      5.36078626E-1      1.04294993E-1      1.10133667E-1      8.60132932E-1      3.96862496E-1      8.35397192E-1
5.23000000E+2      2.64550824E-1      5.44448188E-1      3.25432600E-2      1.62233622E-1      5.83886440E-1      8.47301978E-1      5.79478214E-1      2.53536977E-1
5.24000000E+2      7.86672149E-1      7.44563000E-1      9.44697876E-1      7.87874225E-1      9.52613338E-1      6.24833769E-1      3.10013347E-1      1.98767135E-1
5.25000000E+2      8.72922343E-2      3.71282159E-1      4.45436694E-1      8.56117541E-1      7.44399954E-1      5.81785400E-1      4.04885290E-1      5.74063209E-1
5.26000000E+2      2.91001153E-2      6.29882813E-1      3.23466052E-1      8.85306881E-1      2.86150179E-1      5.71338400E-1      9.64970889E-1      2.71042736E-1
5.27000000E+2      6.91503206E-1      2.97136401E-1      5.08989346E-1      4.56969880E-1      3.36217098E-1      5.54902651E-1      8.20681271E-1      6.99768941E-1
5.28000000E+2      6.83967100E-1      4.95022013E-1      3.11707754E-1      4.86104334E-1      3.59218084E-1      9.88086926E-1      4.76221096E-1      5.78139332E-1
5.29000000E+2      5.71181069E-1      8.07142899E-1      5.42190282E-1      8.76904315E-1      9.84354719E-1      5.70571517E-1      5.42137321E-1      9.76456665E-1
5.30000000E+2      7.42443039E-1      6.35628785E-1      6.05226968E-1      4.88188034E-1      5.85756845E-1      1.91287046E-1      2.32737118E-1      8.07163470E-2
5.31000000E+2      5.85606549E-1      7.52250836E-1      7.05235525E-1      7.55217687E-1      7.18070371E-1      6.07117391E-1      5.51371010E-1      4.59277672E-1
5.32000000E+2      2.25790565E-2      5.78476567E-2      1.63475441E-1      2.48523799E-1      5.76236406E-1      7.77213235E-1      9.79039841E-1      3.90852831E-1
5.33000000E+2      8.99767527E-1      7.59562364E-2      2.42084817E-1      9.82713648E-1      6.94901472E-1      4.04444203E-2      7.81233169E-1      7.14977329E-1
5.34000000E+2      7.03160654E-2      7.25038158E-1      6.30775505E-1      7.71366640E-1      4.52958069E-1      2.88239575E-1      5.42227315E-1      1.23071326E-1
5.35000000E+2      8.50546998E-1      5.08758827E-1      1.66758272E-1      3.97816059E-2      2.98276338E-1      2.63636676E-1      1.95356091E-1      6.82813932E-1
5.36000000E+2      6.92721872E-1      4.16437091E-1      4.26741307E-1      1.29725974E-1      7.84295416E-1      1.27921809E-2      4.54192830E-2      4.64487642E-1
5.37000000E+2      8.22338095E-1      8.13308656E-2      3.03468555E-1      8.83368520E-1      4.11182503E-1      2.32029199E-1      5.36437502E-1      3.02407900E-2
5.38000000E+2      9.23204410E-1      5.13616324E-1      1.09189197E-1      9.67127614E-1      5.97273858E-1      8.01084032E-1      1.90321338E-1      6.99360259E-1
5.39000000E+2      5.31924930E-1      9.23399599E-2      7.49971223E-1      3.44136829E-1      1.01784218E-1      3.07117569E-1      4.95885891E-1      7.76942259E-1
5.40000000E+2      9.07687536E-1      5.00539928E-1      3.53642133E-1      1.06165649E-1      1.17958655E-1      1.35188604E-1      9.88694158E-1      4.50376778E-1
5.41000000E+2      1.02541007E-1      6.94605772E-1      7.97707520E-1      8.46937706E-1      9.78143943E-1      5.87998282E-1      4.02935222E-1      3.83753978E-1
5.42000000E+2      3.62768093E-1      4.62255618E-1      1.44737547E-1      3.28447056E-1      3.82437346E-1      7.57222580E-1      7.65504483E-1      2.87370578E-1
5.43000000E+2      9.87100530E-1      5.90475241E-1      5.62573419E-1      9.16024626E-1      4.41314941E-1      4.98359203E-1      7.57660265E-1      6.58357321E-1
5.44000000E+2      7.77928448E-1      5.68242478E-1      4.43396074E-1      2.95887914E-1      6.53605998E-2      5.09379070E-1      3.24868813E-1      2.57829558E-1
5.45000000E+2      6.21544558E-1      4.19379463E-1      9.19341887E-1      6.97917247E-1      5.29262698E-1      4.35863618E-1      2.20053425E-1      2.29802718E-1
5.46000000E+2      5.46189871E-1      5.98771627E-1      6.27554825E-1      9.24373293E-1      3.07692959E-1      7.95904362E-1      3.75519884E-1      5.04623556E-1
5.47000000E+2      4.20421861E-1      4.85055694E-1      5.34627938E-1      9.11091320E-1      4.77338407E-1      1.97108262E-1      1.75478046E-1      2.19281420E-1
5.48000000E+2      4.62648212E-1      4.80554176E-1      1.06134239E-1      6.65308295E-1      9.42015556E-2      3.18342710E-1      5.90492527E-1      6.87692038E-1
5.49000000E+2      2.96465978E-1      5.56349742E-1      4.29222180E-2      9.90796832E-1      3.47156991E-1      2.22517156E-1      8.02421606E-2      9.45601545E-1
5.50000000E+2      7.81294655E-1      1.07771972E-1      7.85830011E-1      1.50219691E-1      6.69625299E-1      6.88912158E-1      2.25392610E-1      2.46157729E-1
5.51000000E+2      7.83634419E-1      2.79240028E-1      3.46949373E-1      4.71100947E-1      7.58422129E-1      4.32820921E-2      8.79382343E-1      9.15792235E-1
5.52000000E+2      2.35759689E-2      2.40994737E-1      2.11594711E-1      8.96215953E-1      4.37665111E-2      1.31475964E-1      2.45399887E-1      9.03536649E-1
5.53000000E+2      6.42560058E-1      3.06274853E-1      9.41727627E-1      3.02839200E-1      4.28177886E-1      9.99565241E-1      7.76010266E-1      8.79007509E-1
5.54000000E+2      9.41667795E-1      8.86275603E-1      3.36672798E-1      7.76843393E-2      3.51250097E-1      6.34203898E-1      1.59463232E-2      6.93316561E-1
5.55000000E+2      2.09564975E-1      9.42237719E-1      5.03163906E-1      8.05630609E-1      8.76805083E-1      5.63300879E-1      2.56817524E-1      7.59744295E-1
5.56000000E+2      5.18295541E-1      1.77158317E-2      3.17725218E-1      7.78459938E-1      9.96198009E-1      5.27459756E-1      2.74737991E-1      3.37385722E-1
5.57000000E+2      6.63160649E-2      5.76274584E-1      9.05924180E-1      6.25435435E-1      4.87671630E-1      5.63913559E-1      6.47465781E-1      3.26207742E-1
5.58000000E+2      3.57004213E-1      8.42804731E-1      9.05040569E-1      5.76498106E-2      1.79115641E-1      3.91783277E-1      4.78260108E-1      6.14600378E-2
5.59000000E+2      2.04226929E-1      2.66804408E-1      6.01817405E-1      9.57820278E-1      2.50654008E-1      2.36999017E-1      2.99590431E-1      3.65035403E-2
5.60000000E+2      6.22186498E-1      3.22695115E-1      9.00835842E-1      3.97194355E-1      8.62421799E-1      9.19917133E-1      5.62232089E-1      8.95254811E-2
5.61000000E+2      3.32732081E-1      2.92512615E-1      5.49830633E-1      2.09415001E-1      9.21318663E-1      9.45602883E-1      4.23816503E-1      4.10162914E-1
5.62000000E+2      5.95969814E-2      3.12202973E-1      4.15437803E-2      4.47576510E-1      3.39772969E-1      6.89431586E-1      4.35289048E-1      2.21203168E-1
5.63000000E+2      2.49455385E-2      8.52825178E-1      3.13484877E-1      9.65333114E-1      8.78966765E-1      9.65557179E-1      2.07008753E-1      1.52614090E-1
5.64000000E+2      5.45821980E-1      2.05543051E-1      6.73351705E-1      2.92776453E-1      5.14688626E-1      2.51049778E-1      2.36397457E-1      8.83827916E-1
5.65000000E+2      2.48128781E-2      2.65435032E-1      4.72085838E-1      6.95657918E-1      7.48649787E-1      6.90163262E-1      6.99651270E-1      4.80945026E-1
5.66000000E+2      8.23498721E-1      5.23955051E-1      3.44612414E-1      1.21269542E-1      5.23435045E-1      9.81868337E-1      7.10754635E-1      1.27280190E-1
5.67000000E+2      5.52389944E-1      7.72589245E-1      9.29753584E-1      6.85374522E-1      1.84496558E-1      1.29793062E-1      5.49612789E-1      7.67626806E-1
5.68000000E+2      8.04081143E-1      7.30117348E-1      9.45332340E-1      4.95277608E-3      7.58911611E-1      4.82596992E-2      4.70691376E-1      8.88707144E-1
5.69000000E+2      2.89041284E-1      6.88355942E-1      9.64945296E-1      6.75841178E-1      7.85713776E-2      1.11779976E-2      9.37263976E-1      1.90688704E-1
5.70000000E+2      4.89261177E-1      8.99501687E-1      6.83992606E-1      2.63899942E-1      2.31396252E-1      7.97907889E-1      7.58507435E-1      3.88583133E-1
5.71000000E+2      5.91041047E-1      4.28237908E-1      4.70874300E-1      3.19376457E-1      6.77268997E-1      1.97037652E-1      1.52931340E-1      1.68185255E-2
5.72000000E+2      2.14574183E-1      8.43561337E-1      4.39331049E-1      9.31872443E-1      9.27634858E-1      4.39796377E-1      3.27811961E-2      4.86686078E-1
5.73000000E+2      2.30301011E-1      2.75606050E-1      7.30244595E-1      9.73011181E-1      3.63976334E-3      4.37568932E-1      8.88769124E-1      5.21477868E-1
5.74000000E+2      1.46180530E-1      1.68350834E-1      9.54139095E-1      4.99367155E-1      9.57519950E-1      7.94498578E-1      1.21726973E-1      7.42265213E-1
5.75000000E+2      2.57026749E-2      7.94412987E-2      7.74335288E-1      1.77551509E-1      3.13436988E-1      6.34680299E-1      1.32340027E-1      5.58259697E-1
5.76000000E+2      2.05694536E-1      9.55220470E-1      4.30425412E-1      4.22010816E-1      1.90436651E-1      7.47864950E-1      9.28444772E-1      5.96029013E-1
5.77000000E+2      3.29745662E-1      1.84936107E-1      2.10760216E-1      6.96568385E-2      4.25270471E-1      9.00641236E-1      8.94833295E-1      8.59380529E-1
5.78000000E+2      6.26054348E-1      6.93553322E-1      7.56554065E-1      7.47867504E-1      1.57382692E-1      7.00338282E-1      4.43569741E-1      8.21723059E-1
5.79000000E+2      1.23015771E-1      3.85591539E-1      8.09719773E-2      1.79627961E-1      3.40068500E-2      8.87410337E-1      9.82816166E-1      8.69143181E-1
5.80000000E+2      8.66263386E-1      8.56533476E-1      6.11251571E-1      6.94579345E-1      8.89036268E-1      3.69972939E-1      6.27433830E-1      7.01707663E-1
5.81000000E+2      9.85735129E-1      8.93404585E-1      1.32960324E-1      4.28988149E-1      6.83008041E-1      8.07653219E-1      7.21482164E-1      1.62421829E-1
5.82000000E+2      1.03128208E-1      6.05463273E-1      1.23901382E-1      1.72054068E-1      9.53665087E-1      7.43643495E-1      5.11836419E-1      7.92178419E-1
5.83000000E+2      8.26405391E-1      7.64740983E-3      3.18946176E-1      7.13072484E-2      3.00202525E-1      2.57907015E-2      9.61228247E-1      8.04782652E-1
5.84000000E+2      4.05333226E-1      1.33830636E-1      6.81090543E-1      5.56153777E-1      1.20180306E-1      7.35694949E-1      4.73082511E-1      2.23830047E-2
5.85000000E+2      1.66008852E-1      3.94113223E-1      6.70180058E-1      3.15902227E-1      8.67772833E-1      2.21446166E-1      3.97438561E-1      1.20021277E-1
5.86000000E+2      5.30532044E-1      6.44071317E-1      8.17778472E-1      2.30535864E-1      3.42457836E-1      5.08801582E-1      8.28473422E-1      5.42119558E-1
5.87000000E+2      8.77615009E-1      5.42243955E-1      9.46382720E-1      8.21162863E-1      2.49317023E-1      4.89287506E-1      3.77461454E-1      5.19761784E-1
5.88000000E+2      7.82458617E-1      8.28773576E-1      4.26799477E-1      9.58211158E-1      6.88477701E-1      5.98794495E-1      9.96256666E-1      1.27540658E-2
5.89000000E+2      6.98494864E-1      7.86333650E-1      4.34042992E-1      5.31112877E-2      4.81716579E-1      1.66574188E-1      6.56832512E-1      4.72762507E-1
5.90000000E+2      6.42060098E-1      1.79297081E-1      4.16961540E-1      2.09372205E-1      5.68104878E-1      1.02708519E-1      6.97334709E-1      4.23177994E-1
5.91000000E+2      3.93077270E-1      2.50309745E-1      2.39239661E-1      4.99719583E-1      3.40814451E-1      8.93838251E-1      2.52635150E-1      2.56613606E-1
5.92000000E+2      1.11564773E-1      8.14338179E-1      3.49788599E-1      3.70789449E-1      7.03652966E-1      3.44215495E-1      8.42269602E-1      7.00011732E-2
5.93000000E+2      8.80676875E-1      6.63026097E-1      2.37571774E-1      2.12650410E-1      1.60964790E-1      5.94841757E-3      8.63081150E-1      1.51417166E-1
5.94000000E+2      1.75311869E-1      4.98466483E-1      5.94998806E-1      6.03363584E-1      6.16592431E-1      7.87811607E-1      4.26980464E-2      3.27849395E-1
5.95000000E+2      5.28260408E-1      2.08362514E-1      9.51203277E-1      4.83309979E-1      1.35575044E-1      5.83291384E-1      3.99934513E-1      2.35962824E-1
5.96000000E+2      8.89933772E-1      4.20734312E-1      8.56478300E-1      2.34239433E-1      2.16732744E-1      1.44520894E-1      8.82318872E-1      3.31584592E-1
5.97000000E+2      8.32699563E-1      2.15061963E-1      7.50844781E-1      3.03587601E-1      8.89705520E-2      1.97706753E-1      5.14260969E-1      5.85906172E-2
5.98000000E+2      5.73875338E-1      5.75464870E-1      6.28729926E-1      1.42176999E-2      5.31222937E-2      1.44551228E-2      6.03989570E-1      3.49609110E-1
5.99000000E+2      7.86017506E-1      9.36209748E-1      6.94114806E-1      5.16395167E-1      9.63906099E-1      4.36728885E-1      4.97647516E-1      8.86894796E-1
6.00000000E+2      8.59539010E-1      7.65641623E-1      5.74272896E-1      8.52728385E-1      8.08660632E-1      6.82882049E-1      5.35641424E-1      9.96104076E-1
6.01000000E+2      5.60104839E-1      9.50130427E-1      2.44277971E-1      3.00910977E-1      6.65689261E-1      7.79615127E-1      1.56836869E-1      3.52485209E-1
6.02000000E+2      8.24485278E-1      9.91749811E-1      7.44142352E-1      8.16477312E-1      2.22991236E-1      5.90971857E-2      4.07492631E-1      3.75175585E-2
6.03000000E+2      8.73574766E-1      1.68034960E-1      6.45628556E-1      3.75868052E-1      3.07939687E-1      4.80736188E-1      5.43687066E-1      7.61551022E-1
6.04000000E+2      2.43942465E-1      6.72793919E-2      1.80483361E-1      7.18895383E-1      6.69727082E-1      3.11582309E-1      4.59946403E-1      7.07116955E-1
6.05000000E+2      7.86574721E-1      8.77911741E-1      2.85330160E-1      1.13491017E-1      5.83801877E-1      9.94327756E-1      8.84265610E-2      2.65491224E-1
6.06000000E+2      1.62691081E-1      5.31654390E-3      6.19617983E-1      5.76949152E-1      4.42710853E-1      6.34526962E-1      2.26443701E-2      5.77468590E-2
6.07000000E+2      6.35832322E-1      2.04286002E-1      1.56376992E-1      9.88841496E-1      3.90650616E-2      9.91940647E-2      7.70017575E-2      2.62206007E-1
6.08000000E+2      6.61910849E-1      2.40291447E-1      3.05322406E-1      7.65157800E-1      2.97173924E-1      4.66349466E-1      4.34402455E-1      5.80295880E-1
6.09000000E+2      9.89019999E-1      8.24990844E-1      6.29853664E-1      2.12023813E-1      5.59755444E-1      9.25876134E-1      8.56610428E-1      6.12297953E-2
6.10000000E+2      2.67070696E-1      5.56383507E-1      8.37341903E-1      6.28553688E-1      3.34239495E-1      1.57717438E-1      6.56459910E-1      2.18973716E-1
6.11000000E+2      9.15480197E-1      4.26222033E-1      7.76860066E-1      8.99446066E-1      1.02947538E-1      1.84847401E-1      8.34812309E-1      7.43019004E-1
6.12000000E+2      2.23666364E-1      7.99208332E-1      7.37394709E-1      9.77427854E-1      2.65074540E-1      2.45084718E-1      6.84544442E-1      7.81910606E-1
6.13000000E+2      1.49245570E-1      7.36165396E-1      5.75473410E-1      7.96276705E-1      6.58620302E-2      4.27288995E-2      5.74419342E-1      3.46102713E-1
6.14000000E+2      7.06456474E-1      7.11975370E-1      8.84676205E-1      8.69293019E-1      7.27221628E-1      9.95314504E-1      6.15282921E-3      5.29164510E-1
6.15000000E+2      6.12253831E-2      9.70856145E-1      2.02700476E-1      3.30834117E-1      8.19492317E-1      7.25904974E-1      5.33159020E-1      9.45316615E-1
6.16000000E+2      4.52412417E-1      5.74107910E-1      4.87518851E-1      9.70334408E-1      8.49294646E-1      6.16846047E-1      4.60467099E-1      9.85488700E-1
6.17000000E+2      9.03878297E-1      4.01601134E-1      2.20406647E-1      2.20129843E-1      4.12543366E-1      9.36597527E-1      8.36221135E-1      2.05775200E-1
6.18000000E+2      5.31829718E-1      6.87770685E-1      4.30115203E-1      6.83978979E-2      1.73044815E-1      4.10962879E-1      3.14658214E-1      4.11776981E-1
6.19000000E+2      9.99105956E-1      8.67837255E-2      8.93771537E-1      7.12294768E-1      8.43159226E-1      5.26055048E-1      3.44577363E-1      1.50415844E-1
6.20000000E+2      1.57044036E-2      6.35989839E-1      9.88513821E-1      4.25226689E-1      3.36894977E-2      4.79539101E-1      4.44500718E-1      4.93580914E-1
6.21000000E+2      3.48644282E-1      3.54982596E-1      8.99487218E-1      4.45190624E-1      6.64632245E-1      2.36114896E-1      6.70872167E-1      8.04603910E-1
6.22000000E+2      9.79290691E-1      9.04067132E-1      4.61194501E-1      9.76895378E-1      5.04461665E-1      2.81284655E-1      2.64466670E-1      9.27982343E-2
6.23000000E+2      2.48570616E-1      6.37213073E-1      4.23037927E-1      5.90480028E-1      7.54974774E-1      5.13304459E-1      7.94854853E-1      4.55105542E-1
6.24000000E+2      5.32257353E-1      4.93911492E-1      1.85639051E-1      6.26510367E-1      7.24492469E-1      3.99100099E-1      8.84079283E-1      7.58646448E-1
6.25000000E+2      5.61885637E-1      5.92904805E-1      4.54671197E-1      2.79082743E-1      2.69021677E-1      1.69152796E-1      2.05424339E-1      3.00613334E-1
6.26000000E+2      5.89997791E-1      1.08919131E-1      1.73335371E-1      1.85446448E-1      1.51220888E-1      7.43018317E-1      2.41230282E-1      1.44342655E-1
6.27000000E+2      9.93156582E-1      2.97937915E-1      9.34878567E-1      3.32525630E-1      7.80131321E-1      2.07896943E-1      2.94621148E-1      2.31801446E-1
6.28000000E+2      3.64244373E-1      9.79769320E-1      4.39061594E-1      7.29636323E-1      9.56350875E-1      3.45458075E-1      8.49131082E-1      5.80472874E-1
6.29000000E+2      7.32537552E-1      9.25854127E-1      6.08794366E-1      1.47680196E-1      4.18055627E-1      3.91453520E-1      9.04612809E-1      7.44807747E-1
6.30000000E+2      1.85546930E-1      1.30138906E-1      1.78873437E-1      5.17058218E-2      2.59767673E-1      5.73945128E-1      1.15535297E-1      3.46035858E-1
6.31000000E+2      9.61135119E-1      7.76407200E-1      6.36115756E-1      5.24497873E-1      2.16210199E-1      5.39816124E-1      2.01411968E-1      7.93240987E-2
6.32000000E+2      5.76956268E-1      9.22253001E-1      3.75805573E-1      2.17442334E-1      4.35175708E-1      5.70587894E-1      5.67904152E-1      2.61679470E-1
6.33000000E+2      3.57994851E-1      8.61135661E-1      7.82335866E-1      7.22993205E-1      6.11123458E-1      5.60434711E-1      1.80910899E-1      9.02689766E-1
6.34000000E+2      9.32053784E-1      9.42536013E-1      1.47628957E-1      7.61984611E-1      6.66880999E-1      6.03585133E-1      1.80226448E-2      6.99824465E-1
6.35000000E+2      5.38712308E-1      8.74905187E-1      5.63017748E-1      8.53557731E-1      8.66753371E-2      4.79860427E-1      8.58290505E-1      7.55368060E-2
6.36000000E+2      3.14126704E-1      4.34789904E-1      1.46053240E-1      5.63245204E-3      6.21733626E-2      4.44964650E-1      5.00629865E-2      6.85058776E-1
6.37000000E+2      4.28907185E-1      3.80420365E-1      5.73795437E-1      6.32504353E-1      2.32143411E-1      7.57747045E-1      6.67659937E-1      5.12324218E-1
6.38000000E+2      2.94374024E-1      4.46858151E-1      5.36648351E-1      1.80266264E-1      2.70413837E-1      8.66767474E-1      7.41358169E-1      1.48029088E-1
6.39000000E+2      5.01314713E-1      9.14808723E-1      8.58044943E-1      4.15217693E-1      9.37850656E-1      6.11615769E-1      7.86640413E-1      1.18332289E-1
6.40000000E+2      1.78355722E-1      4.77256331E-2      4.45652234E-1      7.56830026E-1      2.13481753E-1      7.19891194E-1      5.19071472E-1      8.80435914E-1
6.41000000E+2      6.13731054E-2      2.60702129E-1      4.20831228E-1      5.99319258E-2      3.83353116E-1      1.86774718E-1      1.13832596E-1      6.79938101E-1
6.42000000E+2      3.82339258E-1      3.58146596E-1      4.17459148E-1      1.74463221E-1      4.07373142E-1      8.27611192E-1      9.36761646E-1      3.88120427E-1
6.43000000E+2      1.14218992E-1      4.91520003E-1      9.95136865E-1      5.51964887E-1      7.82636495E-1      7.71734270E-2      5.81452985E-2      3.60733077E-1
6.44000000E+2      1.21039323E-2      8.88455812E-1      1.27021725E-1      9.21700423E-1      8.20087199E-1      9.42332223E-1      7.58760269E-1      5.69526817E-2
6.45000000E+2      2.73968998E-1      9.65250874E-1      2.06779853E-1      4.52377700E-1      2.71925767E-1      6.71245897E-1      3.24277989E-1      6.50234667E-1
6.46000000E+2      2.93696032E-1      7.28204389E-1      6.08351811E-1      1.79424114E-1      5.91354582E-1      3.03606976E-1      2.04824922E-1      3.83191342E-1
6.47000000E+2      7.03357060E-1      4.31689861E-1      6.49523927E-1      5.51108644E-1      2.92671817E-1      5.24107209E-1      4.56045685E-1      3.78472856E-1
6.48000000E+2      1.68656745E-1      8.92779633E-1      9.03824500E-1      8.72723209E-1      4.78379947E-2      1.90026191E-1      2.16901339E-1      1.91927597E-1
6.49000000E+2      5.39453722E-1      3.69381593E-1      5.14514587E-1      1.02553252E-1      3.46706733E-1      7.73097157E-1      8.35725289E-1      1.01190442E-1
6.50000000E+2      2.69170852E-1      6.48076996E-1      2.71350155E-1      8.49431921E-1      2.06444334E-1      1.33063850E-1      3.75086685E-1      5.65224289E-2
6.51000000E+2      5.95703487E-1      4.47751581E-1      6.08389804E-1      5.35608744E-1      9.84774754E-1      1.91040408E-1      2.96478312E-1      3.16028866E-2
6.52000000E+2      5.79783271E-1      8.28351152E-1      2.40359266E-1      2.61290994E-1      1.50247674E-2      8.50658137E-2      6.10916333E-1      2.10902502E-1
6.53000000E+2      1.54277539E-1      1.81457243E-1      7.61261906E-1      9.53118513E-1      2.26874806E-1      7.65477783E-1      1.58951533E-1      3.30098598E-1
6.54000000E+2      6.60098053E-1      2.83780522E-1      8.98415116E-2      1.25314426E-1      5.44925167E-1      2.29523228E-1      1.59358206E-1      2.48391443E-1
6.55000000E+2      6.41467276E-1      6.81436214E-1      6.15881933E-1      2.45015809E-1      7.30026087E-2      9.74461381E-1      3.05806612E-1      4.64117597E-1
6.56000000E+2      8.15729305E-1      2.52926123E-1      8.50135747E-1      5.49930745E-1      6.31520116E-1      1.98155496E-1      6.80188447E-1      8.91272983E-1
6.57000000E+2      3.44062368E-1      7.64103505E-1      8.76396077E-1      9.78494992E-1      6.68612047E-1      2.73284670E-1      3.73255305E-1      4.92604736E-2
6.58000000E+2      1.35772747E-1      1.25608434E-1      2.83439398E-1      7.87086691E-1      7.54016406E-1      4.84174298E-1      2.81718542E-1      5.72727440E-1
6.59000000E+2      9.67126036E-1      4.82752397E-1      9.28266515E-1      9.60514415E-1      6.65976703E-1      7.08967343E-1      2.62758409E-1      1.45716375E-1
6.60000000E+2      4.80435337E-1      1.19634165E-1      7.69069947E-1      2.49351484E-2      7.98803748E-1      2.44650417E-1      3.35232098E-1      2.94254823E-1
6.61000000E+2      3.99873728E-1      5.58991056E-1      4.63038770E-1      4.82451846E-1      1.67971885E-1      3.29363917E-1      2.61053179E-1      5.32296572E-1
6.62000000E+2      2.52927668E-1      5.08971666E-1      8.90132932E-1      6.30428849E-1      6.60545221E-1      8.11579202E-1      2.44288764E-1      1.51407223E-1
6.63000000E+2      9.28774833E-1      8.99372256E-1      4.47127913E-1      5.08632959E-1      7.22273022E-1      7.47310717E-1      1.12815013E-1      4.39467759E-1
6.64000000E+2      7.73432851E-1      2.60391377E-3      5.06787604E-1      9.77972546E-1      3.21279278E-1      7.80800569E-1      7.11929963E-1      8.56869399E-1
6.65000000E+2      2.42581240E-1      2.93817301E-1      2.94661811E-1      8.60754983E-1      1.09874648E-1      4.33674254E-1      4.51184188E-1      7.55505883E-1
6.66000000E+2      6.83344982E-1      5.61224600E-1      1.91882898E-1      9.99686783E-1      1.05559428E-1      5.63712231E-1      1.14886941E-1      6.48970824E-1
6.67000000E+2      3.64726393E-2      3.39993749E-1      4.03141555E-1      5.41044310E-1      9.68498306E-1      4.89356502E-1      4.49395473E-1      7.05963978E-1
6.68000000E+2      2.24463609E-1      9.27968161E-1      3.01059190E-1      3.75009007E-1      5.88502173E-1      6.92997614E-1      4.12827288E-1      7.78552193E-1
6.69000000E+2      9.42081795E-1      5.65322141E-1      2.26533474E-1      7.93394308E-1      6.55005026E-1      8.78924006E-1      2.13432464E-1      9.03596828E-1
6.70000000E+2      5.46825432E-1      1.31731330E-1      5.98391649E-1      6.63084631E-1      7.02217121E-1      8.37180253E-1      7.95755862E-1      5.19634617E-1
6.71000000E+2      2.46909236E-1      3.14289243E-1      9.96533151E-1      5.99929090E-2      2.91585493E-1      2.89625991E-1      4.52517038E-1      3.58965603E-1
6.72000000E+2      7.00052270E-1      8.12200093E-1      5.40979733E-1      9.44036130E-1      2.37913044E-2      6.39206741E-1      7.00457730E-1      4.75993190E-2
6.73000000E+2      7.86916432E-1      4.95655262E-1      8.24179774E-1      2.71979632E-1      4.35217354E-1      9.45924185E-2      7.73719972E-1      1.08930276E-1
6.74000000E+2      7.60945293E-1      2.40551980E-1      5.94543519E-1      7.32748081E-1      3.75763751E-1      5.70927468E-1      6.54019004E-1      7.49681234E-1
6.75000000E+2      8.33213535E-1      4.84551144E-1      6.05729562E-1      7.13915504E-1      1.03903165E-1      3.22612213E-1      9.16924122E-1      5.03621588E-1
6.76000000E+2      4.32494181E-1      8.51888573E-3      3.14343811E-2      1.49872469E-1      7.35598470E-1      4.76944234E-1      3.34342523E-1      5.56646353E-1
6.77000000E+2      6.13498329E-1      9.52783216E-2      6.94731114E-1      5.02149032E-1      5.53105306E-1      6.61929222E-1      2.83114623E-1      2.58861243E-2
6.78000000E+2      4.73423258E-1      6.85540455E-1      9.48528198E-1      5.64137788E-1      5.55332576E-1      3.62886226E-2      3.30061425E-1      2.30651414E-1
6.79000000E+2      7.70049010E-1      4.46740284E-1      5.55013393E-1      2.26253100E-1      1.55183800E-1      1.08662806E-1      9.29416620E-1      5.74575872E-1
6.80000000E+2      5.84414539E-1      6.16966824E-1      2.89668667E-1      1.64272379E-2      3.79631226E-1      2.11128870E-2      5.83970505E-1      2.11246597E-1
6.81000000E+2      7.93509646E-1      2.48569356E-1      6.45237731E-1      5.59075330E-1      8.10618806E-1      2.76806938E-1      6.18649824E-1      7.21811713E-1
